"","4","12","0.0017","HIGH","Sample","F","DJHR","1.516","43","NA","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration"
"1507",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",28,"CalStd2","","",NA,NA,0.1
"1508",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",28,"CalStd2","","",NA,NA,0.1
"1509",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",28,"CalStd2","","",NA,NA,0.1
"1510",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",28,"CalStd2","","",NA,NA,0.1
"1511",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",28,"CalStd2","","",NA,NA,0.1
"1512",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",28,"CalStd2","","",NA,NA,0.1
"1513",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",28,"CalStd2","","",NA,NA,0.1
"1514",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",28,"CalStd2","","",NA,NA,0.1
"1515",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",28,"CalStd2","","",NA,NA,0.1
"1516",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",28,"CalStd2","","",NA,NA,0.1
"1517",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",28,"CalStd2","","",NA,NA,0.1
"1518",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",28,"CalStd2","","",NA,NA,0.1
"1519",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",28,"CalStd2","","",NA,NA,0.1
"1520",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",28,"CalStd2","","",NA,NA,0.1
"1521",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",28,"CalStd2","","",NA,NA,0.1
"1522",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",28,"CalStd2","","",NA,NA,0.1
"1523",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",28,"CalStd2","","",NA,NA,0.1
"1524",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",28,"CalStd2","","",NA,NA,0.1
"1525",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",28,"CalStd2","","",NA,NA,0.1
"1526",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",28,"CalStd2","","",NA,NA,0.1
"1527",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",28,"CalStd2","","",NA,NA,0.1
"1528",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",28,"CalStd2","","",NA,NA,0.1
"1529",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",28,"CalStd2","","",NA,NA,0.1
"1530",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",28,"CalStd2","","",NA,NA,0.1
"1531",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",28,"CalStd2","","",NA,NA,0.1
"1532",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",28,"CalStd2","","",NA,NA,0.1
"1533",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",28,"CalStd2","","",NA,NA,0.1
"1534",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",28,"CalStd2","","",NA,NA,0.1
"1535",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",28,"CalStd2","","",NA,NA,0.1
"1536",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",28,"CalStd2","","",NA,NA,0.1
"1537",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",28,"CalStd2","","",NA,NA,0.1
"1538",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",28,"CalStd2","","",NA,NA,0.1
"1539",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",28,"CalStd2","","",NA,NA,0.1
"1540",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",28,"CalStd2","","",NA,NA,0.1
"1541",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",29,"CalStd2","","",NA,NA,1
"1542",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",29,"CalStd2","","",NA,NA,1
"1543",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",29,"CalStd2","","",NA,NA,1
"1544",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",29,"CalStd2","","",NA,NA,1
"1545",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",29,"CalStd2","","",NA,NA,1
"1546",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",29,"CalStd2","","",NA,NA,1
"1547",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",29,"CalStd2","","",NA,NA,1
"1548",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",29,"CalStd2","","",NA,NA,1
"1549",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",29,"CalStd2","","",NA,NA,1
"1550",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",29,"CalStd2","","",NA,NA,1
"1551",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",29,"CalStd2","","",NA,NA,1
"1552",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",29,"CalStd2","","",NA,NA,1
"1553",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",29,"CalStd2","","",NA,NA,1
"1554",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",29,"CalStd2","","",NA,NA,1
"1555",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",29,"CalStd2","","",NA,NA,1
"1556",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",29,"CalStd2","","",NA,NA,1
"1557",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",29,"CalStd2","","",NA,NA,1
"1558",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",29,"CalStd2","","",NA,NA,1
"1559",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",29,"CalStd2","","",NA,NA,1
"1560",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",29,"CalStd2","","",NA,NA,1
"1561",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",29,"CalStd2","","",NA,NA,1
"1562",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",29,"CalStd2","","",NA,NA,1
"1563",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",29,"CalStd2","","",NA,NA,1
"1564",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",29,"CalStd2","","",NA,NA,1
"1565",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",29,"CalStd2","","",NA,NA,1
"1566",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",29,"CalStd2","","",NA,NA,1
"1567",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",29,"CalStd2","","",NA,NA,1
"1568",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",29,"CalStd2","","",NA,NA,1
"1569",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",29,"CalStd2","","",NA,NA,1
"1570",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",29,"CalStd2","","",NA,NA,1
"1571",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",29,"CalStd2","","",NA,NA,1
"1572",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",29,"CalStd2","","",NA,NA,1
"1573",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",29,"CalStd2","","",NA,NA,1
"1574",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",29,"CalStd2","","",NA,NA,1
"1575",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",29,"CalStd2","","",NA,NA,1
"1576",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",29,"CalStd2","","",NA,NA,1
"1577",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",29,"CalStd2","","",NA,NA,1
"1578",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",29,"CalStd2","","",NA,NA,1
"1579",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",29,"CalStd2","","",NA,NA,1
"1580",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",29,"CalStd2","","",NA,NA,1
"1581",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",29,"CalStd2","","",NA,NA,1
"1582",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",29,"CalStd2","","",NA,NA,1
"1583",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",29,"CalStd2","","",NA,NA,1
"1584",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",29,"CalStd2","","",NA,NA,1
"1585",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",29,"CalStd2","","",NA,NA,1
"1586",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",29,"CalStd2","","",NA,NA,1
"1587",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",29,"CalStd2","","",NA,NA,1
"1588",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",29,"CalStd2","","",NA,NA,1
"1589",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",29,"CalStd2","","",NA,NA,1
"1590",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",29,"CalStd2","","",NA,NA,1
"1591",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",29,"CalStd2","","",NA,NA,1
"1592",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",29,"CalStd2","","",NA,NA,1
"1593",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",29,"CalStd2","","",NA,NA,1
"1594",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",29,"CalStd2","","",NA,NA,1
"1595",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",29,"CalStd2","","",NA,NA,1
"1596",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",30,"CalStd2","","",NA,NA,2
"1597",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",30,"CalStd2","","",NA,NA,2
"1598",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",30,"CalStd2","","",NA,NA,2
"1599",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",30,"CalStd2","","",NA,NA,2
"1600",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",30,"CalStd2","","",NA,NA,2
"1601",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",30,"CalStd2","","",NA,NA,2
"1602",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",30,"CalStd2","","",NA,NA,2
"1603",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",30,"CalStd2","","",NA,NA,2
"1604",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",30,"CalStd2","","",NA,NA,2
"1605",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",30,"CalStd2","","",NA,NA,2
"1606",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",30,"CalStd2","","",NA,NA,2
"1607",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",30,"CalStd2","","",NA,NA,2
"1608",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",30,"CalStd2","","",NA,NA,2
"1609",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",30,"CalStd2","","",NA,NA,2
"1610",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",30,"CalStd2","","",NA,NA,2
"1611",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",30,"CalStd2","","",NA,NA,2
"1612",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",30,"CalStd2","","",NA,NA,2
"1613",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",30,"CalStd2","","",NA,NA,2
"1614",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",30,"CalStd2","","",NA,NA,2
"1615",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",30,"CalStd2","","",NA,NA,2
"1616",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",30,"CalStd2","","",NA,NA,2
"1617",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",30,"CalStd2","","",NA,NA,2
"1618",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",30,"CalStd2","","",NA,NA,2
"1619",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",30,"CalStd2","","",NA,NA,2
"1620",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",30,"CalStd2","","",NA,NA,2
"1621",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",30,"CalStd2","","",NA,NA,2
"1622",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",30,"CalStd2","","",NA,NA,2
"1623",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",30,"CalStd2","","",NA,NA,2
"1624",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",30,"CalStd2","","",NA,NA,2
"1625",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",30,"CalStd2","","",NA,NA,2
"1626",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",30,"CalStd2","","",NA,NA,2
"1627",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",30,"CalStd2","","",NA,NA,2
"1628",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",30,"CalStd2","","",NA,NA,2
"1629",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",30,"CalStd2","","",NA,NA,2
"1630",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",30,"CalStd2","","",NA,NA,2
"1631",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",30,"CalStd2","","",NA,NA,2
"1632",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",30,"CalStd2","","",NA,NA,2
"1633",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",30,"CalStd2","","",NA,NA,2
"1634",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",30,"CalStd2","","",NA,NA,2
"1635",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",30,"CalStd2","","",NA,NA,2
"1636",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",30,"CalStd2","","",NA,NA,2
"1637",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",30,"CalStd2","","",NA,NA,2
"1638",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",30,"CalStd2","","",NA,NA,2
"1639",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",30,"CalStd2","","",NA,NA,2
"1640",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",30,"CalStd2","","",NA,NA,2
"1641",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",30,"CalStd2","","",NA,NA,2
"1642",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",30,"CalStd2","","",NA,NA,2
"1643",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",30,"CalStd2","","",NA,NA,2
"1644",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",30,"CalStd2","","",NA,NA,2
"1645",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",30,"CalStd2","","",NA,NA,2
"1646",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",30,"CalStd2","","",NA,NA,2
"1647",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",30,"CalStd2","","",NA,NA,2
"1648",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",30,"CalStd2","","",NA,NA,2
"1649",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",30,"CalStd2","","",NA,NA,2
"1650",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",30,"CalStd2","","",NA,NA,2
"1651",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",31,"CalStd2","","",NA,NA,5
"1652",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",31,"CalStd2","","",NA,NA,5
"1653",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",31,"CalStd2","","",NA,NA,5
"1654",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",31,"CalStd2","","",NA,NA,5
"1655",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",31,"CalStd2","","",NA,NA,5
"1656",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",31,"CalStd2","","",NA,NA,5
"1657",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",31,"CalStd2","","",NA,NA,5
"1658",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",31,"CalStd2","","",NA,NA,5
"1659",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",31,"CalStd2","","",NA,NA,5
"1660",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",31,"CalStd2","","",NA,NA,5
"1661",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",31,"CalStd2","","",NA,NA,5
"1662",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",31,"CalStd2","","",NA,NA,5
"1663",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",31,"CalStd2","","",NA,NA,5
"1664",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",31,"CalStd2","","",NA,NA,5
"1665",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",31,"CalStd2","","",NA,NA,5
"1666",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",31,"CalStd2","","",NA,NA,5
"1667",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",31,"CalStd2","","",NA,NA,5
"1668",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",31,"CalStd2","","",NA,NA,5
"1669",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",31,"CalStd2","","",NA,NA,5
"1670",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",31,"CalStd2","","",NA,NA,5
"1671",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",31,"CalStd2","","",NA,NA,5
"1672",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",31,"CalStd2","","",NA,NA,5
"1673",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",31,"CalStd2","","",NA,NA,5
"1674",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",31,"CalStd2","","",NA,NA,5
"1675",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",31,"CalStd2","","",NA,NA,5
"1676",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",31,"CalStd2","","",NA,NA,5
"1677",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",31,"CalStd2","","",NA,NA,5
"1678",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",31,"CalStd2","","",NA,NA,5
"1679",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",31,"CalStd2","","",NA,NA,5
"1680",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",31,"CalStd2","","",NA,NA,5
"1681",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",31,"CalStd2","","",NA,NA,5
"1682",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",31,"CalStd2","","",NA,NA,5
"1683",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",31,"CalStd2","","",NA,NA,5
"1684",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",31,"CalStd2","","",NA,NA,5
"1685",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",31,"CalStd2","","",NA,NA,5
"1686",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",31,"CalStd2","","",NA,NA,5
"1687",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",31,"CalStd2","","",NA,NA,5
"1688",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",31,"CalStd2","","",NA,NA,5
"1689",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",31,"CalStd2","","",NA,NA,5
"1690",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",31,"CalStd2","","",NA,NA,5
"1691",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",31,"CalStd2","","",NA,NA,5
"1692",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",31,"CalStd2","","",NA,NA,5
"1693",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",31,"CalStd2","","",NA,NA,5
"1694",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",31,"CalStd2","","",NA,NA,5
"1695",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",31,"CalStd2","","",NA,NA,5
"1696",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",31,"CalStd2","","",NA,NA,5
"1697",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",31,"CalStd2","","",NA,NA,5
"1698",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",31,"CalStd2","","",NA,NA,5
"1699",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",31,"CalStd2","","",NA,NA,5
"1700",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",31,"CalStd2","","",NA,NA,5
"1701",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",31,"CalStd2","","",NA,NA,5
"1702",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",31,"CalStd2","","",NA,NA,5
"1703",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",31,"CalStd2","","",NA,NA,5
"1704",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",31,"CalStd2","","",NA,NA,5
"1705",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",31,"CalStd2","","",NA,NA,5
"1706",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",32,"CalStd2","","",NA,NA,10
"1707",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",32,"CalStd2","","",NA,NA,10
"1708",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",32,"CalStd2","","",NA,NA,10
"1709",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",32,"CalStd2","","",NA,NA,10
"1710",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",32,"CalStd2","","",NA,NA,10
"1711",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",32,"CalStd2","","",NA,NA,10
"1712",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",32,"CalStd2","","",NA,NA,10
"1713",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",32,"CalStd2","","",NA,NA,10
"1714",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",32,"CalStd2","","",NA,NA,10
"1715",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",32,"CalStd2","","",NA,NA,10
"1716",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",32,"CalStd2","","",NA,NA,10
"1717",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",32,"CalStd2","","",NA,NA,10
"1718",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",32,"CalStd2","","",NA,NA,10
"1719",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",32,"CalStd2","","",NA,NA,10
"1720",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",32,"CalStd2","","",NA,NA,10
"1721",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",32,"CalStd2","","",NA,NA,10
"1722",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",32,"CalStd2","","",NA,NA,10
"1723",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",32,"CalStd2","","",NA,NA,10
"1724",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",32,"CalStd2","","",NA,NA,10
"1725",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",32,"CalStd2","","",NA,NA,10
"1726",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",32,"CalStd2","","",NA,NA,10
"1727",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",32,"CalStd2","","",NA,NA,10
"1728",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",32,"CalStd2","","",NA,NA,10
"1729",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",32,"CalStd2","","",NA,NA,10
"1730",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",32,"CalStd2","","",NA,NA,10
"1731",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",32,"CalStd2","","",NA,NA,10
"1732",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",32,"CalStd2","","",NA,NA,10
"1733",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",32,"CalStd2","","",NA,NA,10
"1734",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",32,"CalStd2","","",NA,NA,10
"1735",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",32,"CalStd2","","",NA,NA,10
"1736",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",32,"CalStd2","","",NA,NA,10
"1737",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",32,"CalStd2","","",NA,NA,10
"1738",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",32,"CalStd2","","",NA,NA,10
"1739",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",32,"CalStd2","","",NA,NA,10
"1740",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",32,"CalStd2","","",NA,NA,10
"1741",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",32,"CalStd2","","",NA,NA,10
"1742",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",32,"CalStd2","","",NA,NA,10
"1743",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",32,"CalStd2","","",NA,NA,10
"1744",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",32,"CalStd2","","",NA,NA,10
"1745",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",32,"CalStd2","","",NA,NA,10
"1746",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",32,"CalStd2","","",NA,NA,10
"1747",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",32,"CalStd2","","",NA,NA,10
"1748",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",32,"CalStd2","","",NA,NA,10
"1749",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",32,"CalStd2","","",NA,NA,10
"1750",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",32,"CalStd2","","",NA,NA,10
"1751",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",32,"CalStd2","","",NA,NA,10
"1752",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",32,"CalStd2","","",NA,NA,10
"1753",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",32,"CalStd2","","",NA,NA,10
